,CO_ENTIDADE,NO_ENTIDADE,DT_ANO_LETIVO_INICIO,CO_MUNICIPIO,TP_LOCALIZACAO,TP_DEPENDENCIA,IN_LOCAL_FUNC_UNID_PRISIONAL,IN_LOCAL_FUNC_PRISIONAL_SOCIO,IN_AGUA_FILTRADA,IN_AGUA_INEXISTENTE,IN_ENERGIA_INEXISTENTE,IN_ESGOTO_INEXISTENTE,IN_LIXO_RECICLA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_BIBLIOTECA_SALA_LEITURA,IN_BANHEIRO_DENTRO_PREDIO,IN_BANHEIRO_CHUVEIRO,IN_AREA_VERDE,IN_COMPUTADOR,IN_INTERNET,IN_ALIMENTACAO,ano
1015,26163209,CENTRO ESPIRITA DE UMBANDA MESTRE CIBAMBA,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1016,26128640,ESCOLA MUNICIPAL ANTONIO HERACLIO DO REGO,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2015
1017,26125358,ESCOLA MONTE VERDE,04/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2015
1018,26445727,ESCOLA SILVA OLIVEIRA,03/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1019,26175398,ESCOLA MUNICIPAL MERCIA DE ALBUQUERQUE FERREIRA,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1020,26167859,CRECHE MUNICIPAL CHICO MENDES-,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1021,26172720,COLEGIO EMINENTE - BELTA CENTRO EDUCACIONAL LTDA,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1022,26118424,EDUCANDARIO MARIA IMACULADA,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015
1023,26121638,ESCOLA MONSENHOR FRANCISCO SALLES,01/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2015
1024,26152770,CENTRO EDUCACIONAL SINGULAR,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1025,26128020,COLEGIO HORIZONTE,03/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015
1026,26121891,ESCOLA JOSE MARIA,04/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1027,26155850,ESCOLA MUNICIPAL DINA DE OLIVEIRA,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2015
1028,26167867,ASSSOC DOS MORADORES DA VILA DANCING DAYS,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1029,26152843,ESCOLA NOVA GERACAO,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1030,26153351,CRECHE MUNICIPAL WALDIR SAVLUSCHINSKE,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2015
1031,26127784,ESCOLA MUNICIPAL JOAO PESSOA GUERRA,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1032,26161036,ESCOLA FUTURO CIDADAO,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1033,26134067,ESCOLA MUNICIPAL SEVERINA BERNADETE TEIXEIRA,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1034,26119730,ESCOLA DE APLICACAO DO RECIFE - FCAP UPE,04/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2015
1035,26494736,INSTITUTO KAYROS,03/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1036,26128926,ESCOLA MUNICIPAL ANITA PAES BARRETO,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2015
1037,26176459,EDUCANDARIO PATRICIA SOUZA,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1038,26167085,ESCOLA SABOR DA INFANCIA,01/01/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2015
1039,26126443,ESCOLA NOSSA SENHORA DE FATIMA - RN,04/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2015
1040,26148773,COLEGIO FAZER CRESCER LTDA,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015
1041,26160196,CLUBE DE MAES DE COQUEIRAL,05/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1042,26122154,COLEGIO SANTA CATARINA,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1043,26163705,ESCOLA MONTEIRO LIRA,28/01/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2015
1044,26123452,ESCOLA CRISTA DO JARDIM SAO PAULO,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2015
1045,26146673,ESCOLA SABER CRESCER,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1046,26183641,CENTRO UNIVERSITARIO MAURICIO DE NASSAU - DANTAS BARRETO - CAMPUS RECIFE - FMN,05/01/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015
1047,26119145,ESCOLA MUNICIPAL DOS REMEDIOS,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1048,26152924,ESCOLA PRIMEIROS SONHOS,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1049,26125196,ESCOLA NOSSA SENHORA DO ROSARIO,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1050,26126109,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MACHADO,04/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2015
1051,26143240,CENTRO EDUCACIONAL DA CRIANCA,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2015
1052,26154153,CENTRO ESPECIALIZADO DE PERNAMBUCO II,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1053,26122332,INSTITUTO CAPIBARIBE,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015
1054,26173107,ESCOLA MARIA DE FATIMA FERREIRA LTDA,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015
1055,26121565,COLEGIO RADIER ENS 1 E 2 GRAUS,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1056,26157403,CASA DO PROFESSOR POTIGUAR MATOS,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1057,26164027,ESCOLA DE MORADORES DA COMUN LEMOS TORRES,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1058,26128845,INVEST ENSINO FUNDAMENTAL,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1059,26163683,SOCIEDADE CLUBE DAS ONZE,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1060,26163322,ESCOLA HENRIQUE DIAS,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1061,26149494,ESCOLA BABY DISNEY,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1062,26139189,ESCOLA ESPACO CRIATIVO,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015
1063,26212609,CMEI ESTRELA DA MANHA,06/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2015
1064,26154846,ESCOLA MUNICIPAL 27 DE NOVEMBRO,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1065,26530716,EDUCANDARIO TIA NAI,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015
1066,26143313,EDUCANDARIO DESENVOLVER,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2015
1067,26481731,ESCOLA DESPERTANDO LTDA,03/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1068,26118416,EDUCANDARIO MARIA EMILIA VIEIRA,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1069,26165155,BL CARNAVAL CRIANCA SEM EDUC E CRIANCA SEM FUTURO,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1070,26124394,EDUCANDARIO MARCIA CRISTINA,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1071,26121948,ESCOLA SYLVIO RABELO,02/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2015
1072,26175380,ESCOLA MUNICIPAL PEDRO ALCANTARA,02/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1073,26137631,COLEGIO NUCLEO,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015
1074,26156946,EDUCANDARIO ESPACO INFANTIL,03/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1075,26167034,ESCOLA UNIAO COMUNITARIA,04/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2015
1076,26126150,ESCOLA ERUNDINA NEGREIROS DE ARAUJO,02/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1077,26184648,CRECHE MUNICIPAL DO IRAQUE,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1078,26163837,ESCOLA TECNICA DE ENFERMAGEM IRMA DULCE,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1079,26175908,CENTRO EDUCACIONAL CRISTO SALVA,05/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2015
1080,26173158,ESCOLA JOAO FRANCISCO DE TORRES,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015
1081,26179318,NOSSO PEQUENO MUNDO,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1082,26125145,ESCOLA MARIA SANTISSIMA,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1083,26126575,ESCOLA PADRE JOAO BARBOSA,04/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2015
1084,26178141,EDUCANDARIO SANTA INES,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1085,26125986,ESCOLA ANA MALTA DA COSTA AZEVEDO,04/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2015
1086,26122022,CMEI ANA ROSA FALCAO DE CARVALHO,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2015
1087,26185180,CRECHE ESCOLA RECIFE GOVERNADOR MIGUEL ARRAES,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1088,26161303,EDUCANDARIO EBENEZER,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1089,26122545,ESCOLA DOM CARLOS COELHO - RECIFE,04/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2015
1090,26159856,EDUCANDARIO GENTE MIUDA,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1091,26139685,INSTITUTO RAQUEL DE QUEIROZ,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1092,26117673,CENTRO DE DESENVOLVIMENTO DA CRIANCA,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1093,26176807,ESCOLA FRATERNAL MARIA DE NAZARE,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1094,26157551,CMEI NOVO PINA-,03/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2015
1095,26175894,ESCOLA COMUNITARIA NOVA GERACAO,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1096,26125480,ESCOLA MUNICIPAL JARDIM MAURICEIA,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1097,26122464,ESCOLA MUNICIPAL SERVICO SOCIAL DE BELEM,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1098,26121654,ESCOLA DE REFERENCIA EM ENSINO MEDIO OLIVEIRA LIMA,04/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2015
1099,26154137,ESCOLA MUNICIPAL PROFESSOR POTIGUAR MATOS,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2015
1100,26144140,INSTITUTO LEOPOLDINA,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1101,26125757,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR CANDIDO DUARTE,02/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2015
1102,26123304,ESCOLA MUNICIPAL SOLDADO JOSE ANTONIO DO NASCIMENTO,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2015
1103,26128268,ESCOLA MUNICIPAL LUIZ LUA GONZAGA,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1104,26118122,COLEGIO BETEL,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1105,26143747,ESCOLA ABC DA FERNANDA,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1106,26163519,IDESC- INSTITUTO DE DESENVOLVIMENTO S E CULTURAL,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1107,26176670,ASSOCIACAO DOS MORADORES DO TOTO,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1108,26125978,ESCOLA DE REFERENCIA EM ENSINO MEDIO ALVARO LINS,04/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2015
1109,26163977,ASSOC ATLETICA BRAGANTINO FUTEBOL CLUBE,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1110,26501732,INSTITUTO AUXILIADORA,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1111,26160056,CLUBE DE MAES VILA DOS MOTORISTA E ZENAIDE,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1112,26176238,ESCOLA TECNICA ESTADUAL PROFESSOR LUCILO AVILA PESSOA,04/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1113,26120380,ESCOLINHA DA MONICA,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1114,26124688,ESCOLA MUNICIPAL MARIA ADELAIDE DE BARROS,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1115,26123231,ESCOLA MACIEL PINHEIRO,04/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2015
1116,26149060,EDUCANDARIO MENEZES II,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1117,26154048,ESCOLA JOAO E MARIA,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015
1118,26126257,ESCOLA JERUSALEM,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1119,26120879,INSTITUTO SANTA RITA DE CASSIA,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2015
1120,26182530,CENTRO DE PROFISSIONALIZACAO E EDUCACAO DE PERNAMBUCO CEPEP 3,05/01/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015
1121,26173280,GETEPE-GRUPO EDUCACIONAL DE ENSINO LTDA,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1122,26152860,EDUCANDARIO SANTA RITA,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1123,26156814,CLUBE DE MAES C DE JESUS DA C E ADOLESCENTE E IDO,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1124,26171767,ESCOLA MUNICIPAL CARLUCIO DE SOUZA CASTANHA JUNIOR,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2015
1125,26178150,ESCOLA TEREZA GALDINO,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015
1126,26157950,CLUBE DE MAES TIA GRACA,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1127,26167964,ASSOC GRUPO DE MAES DA AMIZADE DOS TORROES,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1128,26167026,ESCOLA DESPERTAR DO SABER,03/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1129,26172739,ESCOLA GERACAO ATUAL,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2015
1130,26121484,COLEGIO SALESIANO SAGRADO CORACAO,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015
1131,26181681,ESCOLINHA LAPIS NA MAO,28/01/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1132,26154234,CRECHE NANA NENEM DO BURITY,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1133,26125552,ESCOLA MUNICIPAL PROFESSOR ADAUTO PONTES,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2015
1134,26123088,ESCOLA MUNICIPAL EDITE BRAGA,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2015
1135,26143739,EDUCANDARIO DA CARLA,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015
1136,26121816,ESCOLA TECNICA ESTADUAL ALMIRANTE SOARES DUTRA,04/02/2015,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2015
1137,26119471,ESCOLA RELUZIR,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1138,26172860,GRUPO GENESE DE ENSINO LTDA,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015
1139,26185644,ESO CENTRO EDUCACIONAL,03/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1140,26482720,INSTITUTO INFANTIL LAPIS NA MAO,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015
1141,26173301,ESCOLA NOVO CONTATO,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015
1142,26127547,ESCOLA MUNICIPAL DOUTOR SAMUEL GONCALVES,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1143,26126451,ESCOLA O MUNDO DO ABC,02/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015
1144,26123266,ESCOLA MUNICIPAL PAROQUIAL CRISTO REI,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2015
1145,26171678,CRECHE MUNICIPAL SONHO DE CRIANCA,02/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2015
1146,26156628,CRECHE MUNICIPAL SITIO DO CARDOSO,05/02/2015,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2015
1147,26172801,ESC GRUPO DE MAES LUZ E VIDA DA COM DO CAMPO VOVO,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
1148,26148706,COLEGIO AQUARELA DO BRASIL,,2611606,1,4,,,,,,,,,,,,,,,,,,2015
